1,0,3,2,0,0.061181,0.01,4
2,1,3,2,1,0.0054521,0.01,4
3,0,2,2,0,0.0031029,0.01,4
4,0,2,2,0,0.0028741,0.01,4
5,0,1,2,0,0.0031707,0.01,4
6,0,3,2,0,0.0031345,0.01,4
7,0,3,2,0,0.0028729,0.01,4
8,0,3,2,0,0.0031341,0.01,4
9,0,1,2,0,0.0038472,0.01,4
10,1,1,2,0,0.0032018,0.01,4
11,0,2,2,0,0.0037725,0.01,4
12,0,3,2,0,0.0032503,0.01,4
13,0,1,2,1,0.0032471,0.01,4
14,1,2,2,0,0.0032134,0.01,4
15,0,3,2,0,0.0030377,0.01,4
16,0,1,2,1,0.0028672,0.01,4
17,1,3,2,0,0.0037144,0.01,4
18,0,1,2,0,0.0034368,0.01,4
19,0,2,2,1,0.0030725,0.01,4
20,1,2,2,0,0.0031231,0.01,4
21,1,1,2,1,0.0031215,0.01,4
22,1,1,2,1,0.0036727,0.01,4
23,1,3,2,0,0.0029972,0.01,4
24,0,2,2,1,0.0030156,0.01,4
25,1,2,2,0,0.0030504,0.01,4
26,1,3,2,0,0.0031527,0.01,4
27,0,2,2,1,0.0030756,0.01,4
28,1,2,2,1,0.0030436,0.01,4
29,0,1,2,1,0.0029263,0.01,4
30,1,2,2,0,0.0030663,0.01,4
31,1,3,2,0,0.0029655,0.01,4
32,1,2,2,0,0.0031106,0.01,4
33,1,1,2,0,0.0031083,0.01,4
34,1,1,2,0,0.0029392,0.01,4
35,0,3,2,0,0.0030709,0.01,4
36,0,1,2,0,0.0029031,0.01,4
37,0,2,2,0,0.0029431,0.01,4
38,1,2,2,0,0.0028614,0.01,4
39,1,3,2,0,0.0030089,0.01,4
40,0,1,2,1,0.0033199,0.01,4
41,1,1,2,1,0.0031285,0.01,4
42,1,3,2,0,0.0029952,0.01,4
43,1,1,2,0,0.0037124,0.01,4
44,0,3,2,0,0.0029586,0.01,4
45,1,1,2,1,0.0029963,0.01,4
46,1,3,2,1,0.004,0.01,4
47,0,2,2,1,0.0030741,0.01,4
48,1,2,2,1,0.00311,0.01,4
49,0,1,2,1,0.003117,0.03,4
50,0,3,2,0,0.0029588,0.03,4
51,0,3,2,0,0.0031689,0.03,4
52,0,1,2,1,0.003003,0.03,4
53,0,3,2,0,0.0031613,0.03,4
54,1,3,2,1,0.0031025,0.03,4
55,0,2,2,0,0.0029369,0.03,4
56,0,3,2,0,0.0028935,0.03,4
57,0,1,2,0,0.0031096,0.03,4
58,0,2,2,0,0.0030823,0.03,4
59,0,3,2,0,0.0031114,0.03,4
60,0,3,2,0,0.0030722,0.03,4
61,0,2,2,0,0.0031462,0.03,4
62,0,1,2,0,0.0030275,0.03,4
63,1,1,2,0,0.0029935,0.03,4
64,0,3,2,0,0.0028731,0.03,4
65,1,3,2,1,0.0028725,0.03,4
66,1,2,2,0,0.0030751,0.03,4
67,0,2,2,1,0.0028949,0.03,4
68,1,3,2,1,0.0031795,0.03,4
69,0,1,2,1,0.0030073,0.03,4
70,0,1,2,1,0.0030733,0.03,4
71,1,1,2,0,0.0030283,0.03,4
72,1,1,2,0,0.0032214,0.03,4
73,1,2,2,0,0.0031174,0.03,4
74,0,3,2,1,0.0031087,0.03,4
75,0,1,2,0,0.0042342,0.03,4
76,1,3,2,0,0.0031332,0.03,4
77,1,1,2,0,0.0030861,0.03,4
78,0,2,2,0,0.003117,0.03,4
79,0,1,2,0,0.0028718,0.03,4
80,0,2,2,1,0.0031055,0.03,4
81,1,3,2,0,0.0031183,0.03,4
82,1,3,2,0,0.0030612,0.03,4
83,1,1,2,1,0.0030002,0.03,4
84,0,2,2,0,0.0029566,0.03,4
85,1,2,2,1,0.0038279,0.03,4
86,1,1,2,0,0.0033214,0.03,4
87,1,3,2,0,0.0031911,0.03,4
88,1,2,2,1,0.0034195,0.03,4
89,1,2,2,0,0.0030252,0.03,4
90,1,3,2,0,0.0030863,0.03,4
91,1,1,2,1,0.0029331,0.03,4
92,1,2,2,0,0.0032419,0.03,4
93,1,1,2,0,0.0031563,0.03,4
94,0,2,2,0,0.0028724,0.03,4
95,1,2,2,0,0.0028816,0.03,4
96,1,2,2,0,0.0030808,0.03,4
97,0,2,2,0,0.0029845,0.01,5
98,0,2,2,0,0.0030566,0.01,5
99,0,3,2,0,0.0031693,0.01,5
100,0,1,2,1,0.0037212,0.01,5
101,0,1,2,1,0.0030002,0.01,5
102,0,3,2,0,0.0036161,0.01,5
103,0,2,2,1,0.0031169,0.01,5
104,0,3,2,0,0.0030674,0.01,5
105,0,2,2,0,0.0031552,0.01,5
106,0,1,2,0,0.0029264,0.01,5
107,1,2,2,1,0.0028565,0.01,5
108,0,3,2,1,0.0031521,0.01,5
109,0,2,2,1,0.0030266,0.01,5
110,1,3,2,0,0.0030659,0.01,5
111,1,3,2,1,0.003129,0.01,5
112,0,2,2,0,0.0028448,0.01,5
113,0,3,2,0,0.0030819,0.01,5
114,1,2,2,0,0.0029386,0.01,5
115,0,2,2,0,0.0032577,0.01,5
116,0,1,2,0,0.0029318,0.01,5
117,0,2,2,0,0.0031504,0.01,5
118,1,3,1,1,0.93163,0.01,5
