1,0,3,2,1,0.22839,0.03,4
2,1,3,2,0,0.0031223,0.03,4
3,0,2,2,0,0.0035619,0.03,4
4,0,2,2,0,0.0029819,0.03,4
5,0,1,2,0,0.0030792,0.03,4
6,0,1,2,1,0.0028559,0.03,4
7,1,1,2,0,0.0031113,0.03,4
8,0,2,2,0,0.0029415,0.03,4
9,0,1,2,0,0.0030798,0.03,4
10,0,2,2,1,0.0029586,0.03,4
11,0,3,2,0,0.0031585,0.03,4
12,1,3,2,0,0.0029213,0.03,4
13,1,2,2,1,0.0028145,0.03,4
14,1,2,2,1,0.0028596,0.03,4
15,1,2,2,0,0.0029145,0.03,4
16,0,2,2,0,0.0031738,0.03,4
17,0,1,2,0,0.0030618,0.03,4
18,0,1,2,0,0.0037819,0.03,4
19,0,3,2,0,0.0029945,0.03,4
20,0,1,2,0,0.002845,0.03,4
21,0,1,2,0,0.0030451,0.03,4
22,1,2,2,0,0.0029581,0.03,4
23,0,1,2,0,0.003126,0.03,4
24,0,2,2,0,0.0030425,0.03,4
25,1,1,2,0,0.0030742,0.03,4
26,1,2,2,0,0.0029539,0.03,4
27,1,1,2,0,0.0029296,0.03,4
28,1,1,2,0,0.0030316,0.03,4
29,1,1,2,1,0.0030323,0.03,4
30,0,3,2,1,0.0031211,0.03,4
31,0,3,2,0,0.0029641,0.03,4
32,1,3,2,0,0.0028412,0.03,4
33,0,3,2,0,0.003063,0.03,4
34,1,2,2,0,0.0030809,0.03,4
35,0,3,2,0,0.0029751,0.03,4
36,1,3,2,0,0.0030021,0.03,4
37,1,1,2,0,0.0029082,0.03,4
38,0,2,2,0,0.0030573,0.03,4
39,1,3,2,1,0.0030827,0.03,4
40,1,2,2,1,0.0030279,0.03,4
41,1,1,2,1,0.0029484,0.03,4
42,1,3,2,0,0.0031139,0.03,4
43,0,2,2,0,0.0031383,0.03,4
44,1,3,2,0,0.0029296,0.03,4
45,1,1,2,0,0.0028789,0.03,4
46,1,2,2,1,0.0030586,0.03,4
47,0,3,2,0,0.0030456,0.03,4
48,1,3,2,0,0.0029269,0.03,4
49,0,1,2,1,0.0030564,0.02,4
50,0,2,2,0,0.0029748,0.02,4
51,1,1,2,0,0.0028647,0.02,4
52,0,3,2,1,0.0028684,0.02,4
53,0,1,2,0,0.0037143,0.02,4
54,0,1,2,0,0.0029509,0.02,4
55,0,3,2,0,0.0038057,0.02,4
56,1,1,2,0,0.003103,0.02,4
57,1,3,2,0,0.0030706,0.02,4
58,0,1,2,0,0.0030714,0.02,4
59,0,2,2,0,0.0032628,0.02,4
60,1,2,2,0,0.0031674,0.02,4
61,1,3,2,1,0.0032115,0.02,4
62,1,1,3,0,0.0030535,0.02,4
63,0,1,3,0,0.0033278,0.02,4
64,0,2,3,0,0.0031157,0.02,4
65,0,2,3,1,0.0031514,0.02,4
66,1,2,3,0,0.003081,0.02,4
67,0,3,3,0,0.0028564,0.02,4
68,1,3,3,0,0.0029836,0.02,4
69,1,2,3,1,0.0030946,0.02,4
70,0,1,3,0,0.0028311,0.02,4
71,0,1,3,0,0.0030175,0.02,4
72,0,2,3,0,0.0030505,0.02,4
73,1,2,3,0,0.0030021,0.02,4
74,0,1,3,1,0.0037586,0.02,4
75,1,1,3,0,0.0031995,0.02,4
76,1,1,3,0,0.0031524,0.02,4
77,1,1,3,1,0.0038944,0.02,4
78,0,2,3,0,0.0030564,0.02,4
79,0,3,3,0,0.0030537,0.02,4
80,1,2,3,0,0.0029661,0.02,4
81,1,1,3,1,0.0031725,0.02,4
82,0,2,3,1,0.0029735,0.02,4
83,1,1,3,0,0.0030806,0.02,4
84,0,3,3,0,0.0029427,0.02,4
85,1,3,3,1,0.0031613,0.02,4
86,0,3,3,1,0.0037264,0.02,4
87,0,2,3,0,0.0029281,0.02,4
88,1,3,3,1,0.0033192,0.02,4
89,1,2,3,1,0.0030519,0.02,4
90,0,3,3,0,0.003576,0.02,4
91,1,2,3,0,0.0030123,0.02,4
92,1,2,3,1,0.0031067,0.02,4
93,1,3,3,0,0.0029417,0.02,4
94,1,3,3,0,0.0030728,0.02,4
95,0,3,3,0,0.003085,0.02,4
96,1,3,3,1,0.0031948,0.02,4
97,0,1,3,1,0.0036274,0.01,4
98,0,2,3,0,0.0028956,0.01,4
99,0,3,3,0,0.0028944,0.01,4
100,0,2,3,0,0.0030694,0.01,4
101,0,3,3,0,0.0028657,0.01,4
102,0,3,3,0,0.0030245,0.01,4
103,1,2,3,0,0.0029999,0.01,4
104,0,3,3,0,0.0029522,0.01,4
105,0,2,3,0,0.0030348,0.01,4
106,0,1,3,1,0.0028739,0.01,4
107,0,1,3,0,0.0031415,0.01,4
108,1,3,3,1,0.0030634,0.01,4
109,0,2,3,0,0.0028452,0.01,4
110,0,2,3,0,0.0029659,0.01,4
111,0,1,3,0,0.0028341,0.01,4
112,0,1,3,0,0.0031468,0.01,4
113,1,2,3,0,0.0028549,0.01,4
114,0,1,3,0,0.0029685,0.01,4
115,0,3,3,0,0.0028598,0.01,4
116,0,3,3,0,0.0038858,0.01,4
117,0,2,3,1,0.0028719,0.01,4
118,0,1,3,0,0.0030459,0.01,4
119,1,1,3,0,0.0030447,0.01,4
120,1,3,3,0,0.0029609,0.01,4
121,0,1,3,0,0.0031065,0.01,4
122,1,3,3,0,0.003006,0.01,4
123,1,1,3,1,0.0030707,0.01,4
124,1,2,3,0,0.0030423,0.01,4
125,1,3,3,0,0.0031127,0.01,4
126,1,1,3,1,0.0030021,0.01,4
127,0,3,3,0,0.0030393,0.01,4
128,0,2,3,0,0.0037102,0.01,4
129,1,1,3,0,0.0030349,0.01,4
130,1,1,3,0,0.0029816,0.01,4
131,1,3,3,0,0.0030355,0.01,4
132,0,2,3,0,0.0031425,0.01,4
133,1,2,3,1,0.0030236,0.01,4
134,1,2,3,0,0.0030088,0.01,4
135,1,2,3,0,0.0028884,0.01,4
136,1,2,3,0,0.0029918,0.01,4
137,1,1,3,1,0.0028779,0.01,4
138,1,1,3,1,0.0030217,0.01,4
139,0,3,3,0,0.0029819,0.01,4
140,1,1,3,0,0.0029943,0.01,4
141,1,2,3,0,0.0029585,0.01,4
142,1,3,3,0,0.0030001,0.01,4
143,1,3,3,0,0.0031991,0.01,4
144,1,3,3,0,0.0030431,0.01,4
145,0,2,3,0,0.16944,0.03,5
146,0,2,3,0,0.0030881,0.03,5
147,0,1,3,1,0.0036514,0.03,5
148,0,3,3,0,0.0036625,0.03,5
149,0,2,3,0,0.0031886,0.03,5
150,0,2,3,0,0.0028388,0.03,5
151,0,1,3,0,0.003607,0.03,5
152,1,2,3,0,0.0029985,0.03,5
